nutrition_key,country_key,month_key,hyperten,hyperten_male,hyperten_female,overweight,overweight_male,overweight_female,undernour,anemia_preg,anemia_non_preg,anemia_child,low_weight_babies
727,4,151,31.2,31.6,30.7,19.7,17.8,21.6,13.8,50.4,52.9,54.5,
728,4,152,31.2,31.6,30.7,19.7,17.8,21.6,13.8,50.4,52.9,54.5,
729,4,153,31.2,31.6,30.7,19.7,17.8,21.6,13.8,50.4,52.9,54.5,
730,4,154,31.2,31.6,30.7,19.7,17.8,21.6,13.8,50.4,52.9,54.5,
731,4,155,31.2,31.6,30.7,19.7,17.8,21.6,13.8,50.4,52.9,54.5,
732,4,156,31.2,31.6,30.7,19.7,17.8,21.6,13.8,50.4,52.9,54.5,
733,4,157,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
734,4,158,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
735,4,159,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
736,4,160,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
737,4,161,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
738,4,162,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
739,4,163,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
740,4,164,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
741,4,165,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
742,4,166,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
743,4,167,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
744,4,168,31.2,31.6,30.6,19.7,17.8,21.6,14.0,50.2,53.0,53.9,
745,4,169,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
746,4,170,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
747,4,171,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
748,4,172,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
749,4,173,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
750,4,174,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
751,4,175,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
752,4,176,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
753,4,177,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
754,4,178,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
755,4,179,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
756,4,180,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
757,4,181,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
758,4,182,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
759,4,183,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
760,4,184,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
761,4,185,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
762,4,186,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
763,4,187,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
764,4,188,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
765,4,189,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
766,4,190,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
767,4,191,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
768,4,192,31.1,31.6,30.5,19.7,17.8,21.6,15.3,50.1,53.1,53.4,
769,5,1,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
770,5,2,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
771,5,3,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
772,5,4,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
773,5,5,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
774,5,6,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
775,5,7,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
776,5,8,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
777,5,9,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
778,5,10,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
779,5,11,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
780,5,12,49.6,51.6,47.5,54.0,54.6,53.3,2.5,23.3,13.2,25.6,5.1412024
781,5,13,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
782,5,14,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
783,5,15,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
784,5,16,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
785,5,17,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
786,5,18,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
787,5,19,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
788,5,20,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
789,5,21,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
790,5,22,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
791,5,23,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
792,5,24,49.4,51.5,47.3,54.4,55.2,53.5,2.5,23.0,13.2,25.2,5.1302562
793,5,25,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
794,5,26,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
795,5,27,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
796,5,28,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
797,5,29,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
798,5,30,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
799,5,31,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
800,5,32,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
801,5,33,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
802,5,34,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
803,5,35,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
804,5,36,49.2,51.2,47.0,54.8,55.8,53.7,2.5,22.7,13.3,24.9,5.1334095
805,5,37,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
806,5,38,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
807,5,39,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
808,5,40,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
809,5,41,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
810,5,42,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
811,5,43,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
812,5,44,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
813,5,45,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
814,5,46,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
815,5,47,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
816,5,48,48.9,50.9,46.7,55.2,56.5,53.9,2.5,22.4,13.4,24.6,5.1503906
817,5,49,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
818,5,50,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
819,5,51,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
820,5,52,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
821,5,53,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
822,5,54,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
823,5,55,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
824,5,56,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
825,5,57,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
826,5,58,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
827,5,59,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
828,5,60,48.5,50.5,46.4,55.6,57.1,54.1,2.5,22.1,13.5,24.1,5.1809144
829,5,61,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
830,5,62,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
831,5,63,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
832,5,64,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
833,5,65,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
834,5,66,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
835,5,67,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
836,5,68,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
837,5,69,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
838,5,70,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
839,5,71,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
840,5,72,48.1,50.0,46.1,56.0,57.7,54.3,2.5,21.9,13.6,23.7,5.2247396
841,5,73,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
842,5,74,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
843,5,75,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
844,5,76,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
845,5,77,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
846,5,78,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
847,5,79,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
848,5,80,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
849,5,81,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
850,5,82,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
851,5,83,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
852,5,84,47.6,49.5,45.6,56.4,58.3,54.5,2.5,21.9,13.8,23.5,5.2815828
853,5,85,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
854,5,86,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
855,5,87,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
856,5,88,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
857,5,89,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
858,5,90,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
859,5,91,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
860,5,92,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
861,5,93,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
862,5,94,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
863,5,95,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
864,5,96,47.1,49.0,45.2,56.8,59.0,54.7,2.5,21.9,14.1,23.4,5.3511949
865,5,97,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
866,5,98,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
867,5,99,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
868,5,100,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
869,5,101,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
870,5,102,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
871,5,103,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
872,5,104,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
873,5,105,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
874,5,106,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
875,5,107,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
876,5,108,46.6,48.4,44.7,57.2,59.6,54.9,2.5,22.0,14.5,23.4,5.4332981
877,5,109,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
878,5,110,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
879,5,111,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
880,5,112,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
881,5,113,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
882,5,114,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
883,5,115,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
884,5,116,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
885,5,117,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
886,5,118,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
887,5,119,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
888,5,120,46.0,47.8,44.2,57.6,60.2,55.1,2.5,22.1,14.9,23.5,5.5276103
889,5,121,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
890,5,122,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
891,5,123,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
892,5,124,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
893,5,125,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
894,5,126,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
895,5,127,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
896,5,128,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
897,5,129,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
898,5,130,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
899,5,131,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
900,5,132,45.5,47.1,43.7,58.0,60.8,55.3,2.5,22.2,15.3,23.8,5.6338878
901,5,133,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
902,5,134,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
903,5,135,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
904,5,136,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
905,5,137,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
906,5,138,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
907,5,139,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
908,5,140,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
909,5,141,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
910,5,142,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
911,5,143,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
912,5,144,44.9,46.5,43.2,58.4,61.4,55.5,2.5,22.5,15.8,24.1,5.6338878
913,5,145,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
914,5,146,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
915,5,147,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
916,5,148,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
917,5,149,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
918,5,150,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
919,5,151,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
920,5,152,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
921,5,153,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
922,5,154,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
923,5,155,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
924,5,156,44.3,45.8,42.7,58.4,61.4,55.5,2.5,22.7,16.4,24.6,5.6338878
925,5,157,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
926,5,158,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
927,5,159,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
928,5,160,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
929,5,161,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
930,5,162,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
931,5,163,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
932,5,164,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
933,5,165,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
934,5,166,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
935,5,167,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
936,5,168,43.7,45.2,42.1,58.4,61.4,55.5,2.5,23.0,16.9,25.1,5.6338878
937,5,169,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
938,5,170,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
939,5,171,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
940,5,172,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
941,5,173,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
942,5,174,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
943,5,175,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
944,5,176,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
945,5,177,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
946,5,178,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
947,5,179,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
948,5,180,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
949,5,181,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
950,5,182,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
951,5,183,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
952,5,184,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
953,5,185,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
954,5,186,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
955,5,187,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
956,5,188,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
957,5,189,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
958,5,190,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
959,5,191,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
960,5,192,43.1,44.5,41.6,58.4,61.4,55.5,2.5,23.2,17.5,25.6,5.6338878
961,6,1,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
962,6,2,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
963,6,3,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
964,6,4,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
965,6,5,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
966,6,6,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
967,6,7,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
968,6,8,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
969,6,9,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
970,6,10,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
971,6,11,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
972,6,12,27.7,31.6,24.0,12.2,9.6,14.4,15.5,33.8,20.4,26.9,8.641613
973,6,13,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
974,6,14,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
975,6,15,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
976,6,16,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
977,6,17,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
978,6,18,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
979,6,19,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
980,6,20,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
981,6,21,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
982,6,22,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
983,6,23,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
984,6,24,28.0,31.9,24.2,12.7,10.0,14.9,15.3,32.7,19.4,25.7,8.5801048
985,6,25,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
986,6,26,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
987,6,27,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
988,6,28,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
989,6,29,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
990,6,30,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
991,6,31,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
992,6,32,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
993,6,33,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
994,6,34,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
995,6,35,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
996,6,36,28.2,32.1,24.5,13.1,10.5,15.4,14.1,31.7,18.5,24.5,8.5408554
997,6,37,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
