nutrition_key,country_key,month_key,hyperten,hyperten_male,hyperten_female,overweight,overweight_male,overweight_female,undernour,anemia_preg,anemia_non_preg,anemia_child,low_weight_babies
998,6,38,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
999,6,39,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1000,6,40,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1001,6,41,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1002,6,42,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1003,6,43,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1004,6,44,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1005,6,45,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1006,6,46,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1007,6,47,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1008,6,48,28.4,32.2,24.7,13.6,11.0,15.9,12.9,30.7,17.6,23.4,8.5103979
1009,6,49,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1010,6,50,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1011,6,51,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1012,6,52,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1013,6,53,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1014,6,54,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1015,6,55,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1016,6,56,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1017,6,57,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1018,6,58,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1019,6,59,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1020,6,60,28.5,32.3,24.8,14.2,11.5,16.4,11.8,29.9,17.1,22.5,8.4848251
1021,6,61,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1022,6,62,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1023,6,63,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1024,6,64,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1025,6,65,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1026,6,66,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1027,6,67,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1028,6,68,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1029,6,69,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1030,6,70,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1031,6,71,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1032,6,72,28.6,32.4,25.0,14.7,12.0,17.0,11.0,29.3,16.7,21.9,8.4537535
1033,6,73,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1034,6,74,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1035,6,75,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1036,6,76,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1037,6,77,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1038,6,78,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1039,6,79,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1040,6,80,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1041,6,81,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1042,6,82,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1043,6,83,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1044,6,84,28.7,32.4,25.1,15.3,12.6,17.5,10.0,28.8,16.5,21.4,8.4151344
1045,6,85,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1046,6,86,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1047,6,87,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1048,6,88,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1049,6,89,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1050,6,90,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1051,6,91,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1052,6,92,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1053,6,93,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1054,6,94,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1055,6,95,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1056,6,96,28.8,32.5,25.2,15.9,13.2,18.1,9.3,28.5,16.5,21.2,8.3625727
1057,6,97,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1058,6,98,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1059,6,99,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1060,6,100,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1061,6,101,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1062,6,102,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1063,6,103,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1064,6,104,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1065,6,105,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1066,6,106,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1067,6,107,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1068,6,108,28.9,32.5,25.3,16.4,13.8,18.7,8.7,28.3,16.7,21.1,8.3109894
1069,6,109,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1070,6,110,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1071,6,111,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1072,6,112,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1073,6,113,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1074,6,114,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1075,6,115,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1076,6,116,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1077,6,117,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1078,6,118,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1079,6,119,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1080,6,120,29.0,32.5,25.4,17.1,14.4,19.3,8.5,28.3,17.1,21.2,8.260457
1081,6,121,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1082,6,122,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1083,6,123,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1084,6,124,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1085,6,125,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1086,6,126,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1087,6,127,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1088,6,128,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1089,6,129,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1090,6,130,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1091,6,131,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1092,6,132,29.1,32.6,25.6,17.7,15.1,19.9,8.1,28.2,17.5,21.4,8.2114124
1093,6,133,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1094,6,134,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1095,6,135,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1096,6,136,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1097,6,137,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1098,6,138,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1099,6,139,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1100,6,140,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1101,6,141,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1102,6,142,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1103,6,143,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1104,6,144,29.2,32.6,25.8,18.3,15.8,20.5,7.8,28.2,18.1,21.6,8.2114124
1105,6,145,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1106,6,146,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1107,6,147,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1108,6,148,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1109,6,149,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1110,6,150,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1111,6,151,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1112,6,152,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1113,6,153,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1114,6,154,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1115,6,155,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1116,6,156,29.4,32.7,26.0,18.3,15.8,20.5,7.2,28.2,18.7,21.9,8.2114124
1117,6,157,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1118,6,158,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1119,6,159,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1120,6,160,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1121,6,161,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1122,6,162,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1123,6,163,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1124,6,164,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1125,6,165,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1126,6,166,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1127,6,167,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1128,6,168,29.5,32.8,26.2,18.3,15.8,20.5,6.8,28.3,19.5,22.4,8.2114124
1129,6,169,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1130,6,170,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1131,6,171,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1132,6,172,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1133,6,173,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1134,6,174,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1135,6,175,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1136,6,176,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1137,6,177,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1138,6,178,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1139,6,179,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1140,6,180,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1141,6,181,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1142,6,182,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1143,6,183,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1144,6,184,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1145,6,185,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1146,6,186,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1147,6,187,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1148,6,188,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1149,6,189,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1150,6,190,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1151,6,191,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1152,6,192,29.7,32.9,26.4,18.3,15.8,20.5,6.7,28.4,20.3,22.9,8.2114124
1153,7,1,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1154,7,2,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1155,7,3,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1156,7,4,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1157,7,5,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1158,7,6,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1159,7,7,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1160,7,8,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1161,7,9,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1162,7,10,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1163,7,11,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1164,7,12,34.0,31.4,36.7,53.4,48.4,58.8,5.2,26.1,24.5,35.5,
1165,7,13,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1166,7,14,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1167,7,15,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1168,7,16,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1169,7,17,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1170,7,18,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1171,7,19,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1172,7,20,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1173,7,21,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1174,7,22,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1175,7,23,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1176,7,24,33.8,31.2,36.4,54.2,49.2,59.5,5.5,25.6,24.0,34.5,
1177,7,25,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1178,7,26,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1179,7,27,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1180,7,28,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1181,7,29,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1182,7,30,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1183,7,31,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1184,7,32,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1185,7,33,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1186,7,34,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1187,7,35,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1188,7,36,33.5,31.0,36.1,55.0,50.1,60.1,5.7,25.3,23.7,33.5,
1189,7,37,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1190,7,38,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1191,7,39,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1192,7,40,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1193,7,41,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1194,7,42,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1195,7,43,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1196,7,44,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1197,7,45,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1198,7,46,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1199,7,47,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1200,7,48,33.2,30.7,35.8,55.8,50.9,60.8,5.4,24.8,23.4,32.5,
1201,7,49,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1202,7,50,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1203,7,51,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1204,7,52,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1205,7,53,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1206,7,54,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1207,7,55,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1208,7,56,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1209,7,57,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1210,7,58,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1211,7,59,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1212,7,60,32.9,30.5,35.3,56.5,51.8,61.4,5.5,24.5,23.1,31.6,
1213,7,61,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1214,7,62,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1215,7,63,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1216,7,64,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1217,7,65,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1218,7,66,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1219,7,67,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1220,7,68,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1221,7,69,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1222,7,70,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1223,7,71,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1224,7,72,32.5,30.1,34.8,57.3,52.6,62.0,6.0,24.3,22.9,30.7,
1225,7,73,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1226,7,74,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1227,7,75,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1228,7,76,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1229,7,77,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1230,7,78,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1231,7,79,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1232,7,80,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1233,7,81,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1234,7,82,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1235,7,83,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1236,7,84,32.0,29.8,34.2,58.0,53.5,62.6,6.3,24.1,22.8,29.8,
1237,7,85,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1238,7,86,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1239,7,87,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1240,7,88,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1241,7,89,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1242,7,90,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1243,7,91,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1244,7,92,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1245,7,93,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1246,7,94,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1247,7,95,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1248,7,96,31.4,29.4,33.5,58.8,54.3,63.2,6.2,24.0,22.7,29.0,
1249,7,97,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1250,7,98,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1251,7,99,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1252,7,100,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1253,7,101,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1254,7,102,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1255,7,103,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1256,7,104,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1257,7,105,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1258,7,106,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1259,7,107,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1260,7,108,30.7,28.9,32.6,59.5,55.2,63.8,5.3,23.9,22.8,28.3,
1261,7,109,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1262,7,110,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1263,7,111,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1264,7,112,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1265,7,113,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1266,7,114,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1267,7,115,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1268,7,116,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1269,7,117,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1270,7,118,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1271,7,119,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
