month_key,country_key,qualityoflife_key,unemployment_rate,unemployment_rate_male,unemployment_rate_female,suicide_rate,suicide_rate_male,suicide_rate_female,sanitation_access,sanitation_access_urban,sanitation_access_rural,drinking_water_access,drinking_water_access_urban,drinking_water_access_rural,open_defecation_practice,death_probability_0509,death_probability_1014,death_probability_1519,death_probability_2024,catastrophic_health_expenditure_risk
14,1,14,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
15,1,15,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
16,1,16,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
17,1,17,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
18,1,18,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
19,1,19,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
20,1,20,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
21,1,21,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
22,1,22,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
23,1,23,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
24,1,24,6.32,6.52,6.09,11.2,16.9,5.7,99.75033789,99.86800895,99.27332025,99.23461957,99.47343153,98.26651823,0,0.5,0.7,2.2,2.8,0.5
25,1,25,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
26,1,26,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
27,1,27,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
28,1,28,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
29,1,29,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
30,1,30,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
31,1,31,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
32,1,32,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
33,1,33,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
34,1,34,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
35,1,35,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
36,1,36,6.04,6.38,5.65,11.5,17,6.1,99.69595411,99.80691943,99.24087771,99.23549716,99.45688123,98.32759343,0,0.5,0.7,2.1,2.8,0.5
37,1,37,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
38,1,38,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
39,1,39,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
40,1,40,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
41,1,41,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
42,1,42,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
43,1,43,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
44,1,44,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
45,1,45,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
46,1,46,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
47,1,47,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
48,1,48,6.14,6.57,5.65,11.5,17.1,6.1,99.6414571,99.74582992,99.20843516,99.23607708,99.44033093,98.38866864,0,0.5,0.6,2,2.7,0.5
49,1,49,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
50,1,50,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
51,1,51,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
52,1,52,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
53,1,53,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
54,1,54,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
55,1,55,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
56,1,56,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
57,1,57,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
58,1,58,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
59,1,59,8.34,9.53,7.01,12,18.1,5.9,99.5868457,99.6847404,99.17599261,99.23635504,99.42378064,98.44974385,0,0.5,0.6,2,2.7,0.5
