month_key,country_key,qualityoflife_key,unemployment_rate,unemployment_rate_male,unemployment_rate_female,suicide_rate,suicide_rate_male,suicide_rate_female,sanitation_access,sanitation_access_urban,sanitation_access_rural,drinking_water_access,drinking_water_access_urban,drinking_water_access_rural,open_defecation_practice,death_probability_0509,death_probability_1014,death_probability_1519,death_probability_2024,catastrophic_health_expenditure_risk
50,3,434,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
51,3,435,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
52,3,436,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
53,3,437,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
54,3,438,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
55,3,439,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
56,3,440,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
57,3,441,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
58,3,442,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
59,3,443,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
60,3,444,5.36,5.36,5.35,4.6,7.5,1.8,84.43419231,88.9414384,68.89142351,95.36710258,97.72787166,87.22624414,4.966066408,1.3,1.6,4.2,6.1,18.8
61,3,445,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
62,3,446,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
63,3,447,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
64,3,448,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
65,3,449,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
66,3,450,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
67,3,451,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
68,3,452,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
69,3,453,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
70,3,454,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
71,3,455,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
72,3,456,5.3,5.37,5.18,4.5,7.5,1.7,85.20102819,89.39236786,70.49969957,95.82133427,97.98381853,88.23631912,4.497791888,1.3,1.6,4.4,6.4,14.8
73,3,457,5.17,5.19,5.13,5.2,8.6,2,85.95971004,89.84410881,72.09822913,96.27120298,98.23976541,89.2463941,4.035972895,1.3,1.6,4.4,6.4,13.7
74,3,458,5.17,5.19,5.13,5.2,8.6,2,85.95971004,89.84410881,72.09822913,96.27120298,98.23976541,89.2463941,4.035972895,1.3,1.6,4.4,6.4,13.7
75,3,459,5.17,5.19,5.13,5.2,8.6,2,85.95971004,89.84410881,72.09822913,96.27120298,98.23976541,89.2463941,4.035972895,1.3,1.6,4.4,6.4,13.7
76,3,460,5.17,5.19,5.13,5.2,8.6,2,85.95971004,89.84410881,72.09822913,96.27120298,98.23976541,89.2463941,4.035972895,1.3,1.6,4.4,6.4,13.7
77,3,461,5.17,5.19,5.13,5.2,8.6,2,85.95971004,89.84410881,72.09822913,96.27120298,98.23976541,89.2463941,4.035972895,1.3,1.6,4.4,6.4,13.7
