month_key,country_key,health_key,domestic_health_expenditure,num_hospital_beds,num_physicians,num_nurses,immunization_bcg,immunization_dpt,immunization_hepb,immunization_measles,immunization_polio,mort_infant,mort_infant_male,mort_infant_female,mort_non_communicable_disease,mort_non_communicable_disease_male,mort_non_communicable_disease_female,mort_unintentional_poison,mort_unintentional_poison_male,mort_unintentional_poison_female,mort_traffic_injury,mort_traffic_injury_male,mort_traffic_injury_female,mort_maternal,stillbirth_rate,fertility_rate
64,5,832,2.18420982,2.47,1.4334,,99,99,99,99,99,13.6,14.5,12.6,19,23.8,13.8,2.1,2.4,1.8,20.3,29.7,10.3,36,10.15080187,1.627
65,5,833,2.18420982,2.47,1.4334,,99,99,99,99,99,13.6,14.5,12.6,19,23.8,13.8,2.1,2.4,1.8,20.3,29.7,10.3,36,10.15080187,1.627
66,5,834,2.18420982,2.47,1.4334,,99,99,99,99,99,13.6,14.5,12.6,19,23.8,13.8,2.1,2.4,1.8,20.3,29.7,10.3,36,10.15080187,1.627
67,5,835,2.18420982,2.47,1.4334,,99,99,99,99,99,13.6,14.5,12.6,19,23.8,13.8,2.1,2.4,1.8,20.3,29.7,10.3,36,10.15080187,1.627
68,5,836,2.18420982,2.47,1.4334,,99,99,99,99,99,13.6,14.5,12.6,19,23.8,13.8,2.1,2.4,1.8,20.3,29.7,10.3,36,10.15080187,1.627
69,5,837,2.18420982,2.47,1.4334,,99,99,99,99,99,13.6,14.5,12.6,19,23.8,13.8,2.1,2.4,1.8,20.3,29.7,10.3,36,10.15080187,1.627
70,5,838,2.18420982,2.47,1.4334,,99,99,99,99,99,13.6,14.5,12.6,19,23.8,13.8,2.1,2.4,1.8,20.3,29.7,10.3,36,10.15080187,1.627
71,5,839,2.18420982,2.47,1.4334,,99,99,99,99,99,13.6,14.5,12.6,19,23.8,13.8,2.1,2.4,1.8,20.3,29.7,10.3,36,10.15080187,1.627
72,5,840,2.18420982,2.47,1.4334,,99,99,99,99,99,13.6,14.5,12.6,19,23.8,13.8,2.1,2.4,1.8,20.3,29.7,10.3,36,10.15080187,1.627
73,5,841,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
74,5,842,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
75,5,843,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
76,5,844,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
77,5,845,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
78,5,846,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
79,5,847,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
80,5,848,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
81,5,849,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
82,5,850,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
83,5,851,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
84,5,852,2.32375598,2.69,1.4596,,99,99,99,99,99,12.6,13.4,11.6,18.7,23.6,13.4,2.1,2.4,1.8,20.7,30.2,10.7,34,9.596807486,1.632
85,5,853,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
86,5,854,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
87,5,855,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
88,5,856,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
89,5,857,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
90,5,858,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
91,5,859,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
92,5,860,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
93,5,861,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
94,5,862,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
95,5,863,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
96,5,864,2.53561926,3.01,1.5367,,99,99,99,99,99,11.6,12.4,10.8,18.3,23.3,12.8,2.1,2.3,1.8,20.3,29.7,10.4,33,9.108579241,1.639
97,5,865,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
98,5,866,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
99,5,867,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
100,5,868,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
101,5,869,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
102,5,870,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
103,5,871,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
104,5,872,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
105,5,873,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
106,5,874,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
107,5,875,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
108,5,876,2.68708181,3.29,1.6332,1.9886,99,99,99,99,99,10.8,11.5,10,17.7,22.8,12.3,2,2.3,1.7,19.6,28.7,10,32,8.599360296,1.647
109,5,877,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
110,5,878,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
111,5,879,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
112,5,880,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
113,5,881,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
114,5,882,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
115,5,883,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
116,5,884,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
117,5,885,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
118,5,886,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
119,5,887,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
120,5,888,2.78830409,3.55,1.6877,2.1349,99,99,99,99,99,9.9,10.6,9.2,17.2,22.1,12,2,2.3,1.7,18.8,27.6,9.5,31,7.893681947,1.656
121,5,889,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
122,5,890,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
123,5,891,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
124,5,892,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
125,5,893,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
126,5,894,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
127,5,895,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
128,5,896,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
129,5,897,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
130,5,898,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
131,5,899,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
132,5,900,2.94208264,3.79,1.7732,2.2914,99,99,99,99,99,9.2,9.8,8.6,16.8,21.7,11.7,2,2.3,1.6,18.3,26.8,9.2,30,7.427123299,1.665
133,5,901,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
134,5,902,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
135,5,903,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
136,5,904,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
137,5,905,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
138,5,906,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
139,5,907,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
140,5,908,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
141,5,909,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
142,5,910,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
143,5,911,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
144,5,912,2.89454412,4.02,1.8647,2.4665,99,99,99,99,99,8.5,9,7.9,16.6,21.4,11.5,1.9,2.3,1.6,18,26.4,9.2,29,6.608143712,1.675
145,5,913,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
146,5,914,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
147,5,915,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
148,5,916,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
149,5,917,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
150,5,918,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
151,5,919,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
152,5,920,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
153,5,921,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
154,5,922,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
155,5,923,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
156,5,924,2.91935277,4.31,1.9798,2.6621,99,99,99,99,99,7.9,8.4,7.3,16.3,20.8,11.4,1.9,2.2,1.6,17.8,26,9.1,29,6.094397061,1.683
157,5,925,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
158,5,926,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
159,5,927,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
160,5,928,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
161,5,929,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
162,5,930,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
163,5,931,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
164,5,932,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
165,5,933,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
166,5,934,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
167,5,935,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
168,5,936,3.018888,,,,99,99,99,99,99,7.3,7.7,6.8,16,20.4,11.3,1.8,2.1,1.5,17.6,25.7,9,,5.789762508,1.69
169,5,937,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
170,5,938,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
171,5,939,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
172,5,940,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
173,5,941,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
174,5,942,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
175,5,943,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
176,5,944,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
177,5,945,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
178,5,946,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
179,5,947,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
180,5,948,3.0076,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
181,5,949,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
182,5,950,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
183,5,951,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
184,5,952,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
185,5,953,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
186,5,954,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
187,5,955,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
188,5,956,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
189,5,957,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
190,5,958,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
191,5,959,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
192,5,960,3.03312,,,,99,99,99,99,99,6.8,7.2,6.3,15.9,20.2,11.2,1.8,2.1,1.5,17.4,25.3,8.9,,5.54195559,1.696
1,6,961,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
2,6,962,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
3,6,963,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
4,6,964,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
5,6,965,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
6,6,966,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
7,6,967,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
8,6,968,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
9,6,969,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
10,6,970,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
11,6,971,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
12,6,972,2.90080619,3.6,,1.0045,,77,77,63,74,12.1,12.7,11.6,20.1,23.4,16.5,0.6,0.7,0.5,17,26.7,6.9,24,9.214840252,2.002
13,6,973,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
14,6,974,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
15,6,975,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
16,6,976,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
17,6,977,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
18,6,978,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
19,6,979,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
20,6,980,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
21,6,981,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
22,6,982,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
23,6,983,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
24,6,984,3.5476532,3.6,2.4707,,,78,78,69,75,11.2,11.7,10.7,20.1,23.6,16.3,0.5,0.6,0.4,16.4,25.7,6.7,24,8.839823358,1.956
25,6,985,3.51208067,3.43,2.3464,1.4539,,80,80,74,75,10.5,10.9,10,20.5,24.3,16.3,0.6,0.8,0.5,14.9,23.7,5.8,23,8.472516588,1.93
