month_key,country_key,health_key,domestic_health_expenditure,num_hospital_beds,num_physicians,num_nurses,immunization_bcg,immunization_dpt,immunization_hepb,immunization_measles,immunization_polio,mort_infant,mort_infant_male,mort_infant_female,mort_non_communicable_disease,mort_non_communicable_disease_male,mort_non_communicable_disease_female,mort_unintentional_poison,mort_unintentional_poison_male,mort_unintentional_poison_female,mort_traffic_injury,mort_traffic_injury_male,mort_traffic_injury_female,mort_maternal,stillbirth_rate,fertility_rate
1,1,1,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
2,1,2,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
3,1,3,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
4,1,4,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
5,1,5,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
6,1,6,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
7,1,7,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
8,1,8,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
9,1,9,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
10,1,10,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
11,1,11,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
12,1,12,6.620224,3.1,,9.9467,,93,14,94,93,5.2,5.6,4.8,12.7,15.2,10.1,0.3,0.4,0.1,9.5,13,6,11,2.971604709,1.5434
13,1,13,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
14,1,14,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
15,1,15,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
16,1,16,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
17,1,17,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
18,1,18,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
19,1,19,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
20,1,20,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
21,1,21,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
22,1,22,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
23,1,23,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
24,1,24,6.79418945,3.02,1.9086,10.0236,,95,14,93,95,5.1,5.6,4.7,12.3,14.7,9.9,0.2,0.3,0.2,9.1,12.3,6,11,3.037840866,1.5862
25,1,25,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
26,1,26,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
27,1,27,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
28,1,28,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
29,1,29,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
30,1,30,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
31,1,31,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
32,1,32,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
33,1,33,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
34,1,34,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
35,1,35,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
36,1,36,6.88177204,2.96,,10.1208,,94,14,94,99,5.1,5.5,4.7,12.2,14.7,9.8,0.4,0.5,0.2,8.9,12.7,5.1,11,3.099828202,1.6589
37,1,37,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
38,1,38,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
39,1,39,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
40,1,40,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
41,1,41,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
42,1,42,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
43,1,43,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
44,1,44,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
45,1,45,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
46,1,46,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
47,1,47,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
48,1,48,7.0158391,2.85,1.959,10.289,,92,28,93,96,5,5.4,4.6,11.9,14.2,9.6,0.3,0.4,0.2,8,11.3,4.8,12,3.06817921,1.6808
49,1,49,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
50,1,50,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
51,1,51,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
52,1,52,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
53,1,53,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
54,1,54,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
55,1,55,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
56,1,56,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
57,1,57,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
58,1,58,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
59,1,59,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
60,1,60,7.87023449,2.8,,10.3743,,91,42,91,93,5,5.3,4.6,11.5,13.8,9.3,0.3,0.4,0.2,7.2,10.1,4.3,12,2.992871117,1.668
61,1,61,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
62,1,62,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
63,1,63,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
64,1,64,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
65,1,65,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
66,1,66,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
67,1,67,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
68,1,68,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
69,1,69,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
70,1,70,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
71,1,71,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
72,1,72,7.81783676,2.78,2.0384,9.3233,,89,56,90,90,4.9,5.3,4.5,11.1,13.2,9,0.3,0.4,0.3,7.3,10.1,4.6,11,2.92952011,1.6269
73,1,73,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
74,1,74,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
75,1,75,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
76,1,76,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
77,1,77,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
78,1,78,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
79,1,79,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
80,1,80,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
81,1,81,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
82,1,82,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
83,1,83,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
84,1,84,7.63263273,2.8,,9.2368,,87,70,88,87,4.8,5.2,4.5,10.8,12.9,8.9,0.3,0.4,0.2,6.3,9,3.7,11,2.915602009,1.61
85,1,85,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
86,1,86,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
87,1,87,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
88,1,88,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
89,1,89,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
90,1,90,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
91,1,91,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
92,1,92,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
93,1,93,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
94,1,94,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
95,1,95,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
96,1,96,7.72764158,2.79,2.3962,9.3473,,91,70,89,91,4.8,5.1,4.4,10.7,12.7,8.8,0.3,0.3,0.2,6.7,9.3,4.2,11,2.886789648,1.6142
97,1,97,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
98,1,98,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
99,1,99,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
100,1,100,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
101,1,101,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
102,1,102,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
103,1,103,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
104,1,104,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
105,1,105,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
106,1,106,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
107,1,107,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
108,1,108,7.67859077,2.72,2.4509,9.4788,,91,55,90,91,4.7,5.1,4.4,10.5,12.4,8.6,0.3,0.4,0.2,6.3,8.5,4,11,2.87091403,1.587
109,1,109,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
110,1,110,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
111,1,111,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
112,1,112,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
113,1,113,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
114,1,114,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
115,1,115,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
116,1,116,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
117,1,117,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
118,1,118,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
119,1,119,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
120,1,120,7.54830933,2.67,2.4961,9.7475,,91,55,90,91,4.7,5,4.3,10.4,12.3,8.5,0.3,0.4,0.2,5.8,8.3,3.3,11,2.882468529,1.5818
121,1,121,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
122,1,122,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
123,1,123,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
124,1,124,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
125,1,125,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
126,1,126,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
127,1,127,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
128,1,128,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
129,1,129,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
130,1,130,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
131,1,131,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
132,1,132,7.91004276,2.62,2.5388,9.8188,,91,69,89,91,4.6,4.9,4.3,10.3,12,8.6,0.3,0.4,0.3,5.8,8.3,3.2,11,2.837948449,1.563
133,1,133,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
134,1,134,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
135,1,135,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
136,1,136,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
137,1,137,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
138,1,138,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
139,1,139,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
140,1,140,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
141,1,141,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
142,1,142,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
143,1,143,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
144,1,144,8.01765537,2.6,2.3105,9.9194,,91,70,89,91,4.5,4.8,4.2,10.4,12.2,8.6,0.3,0.4,0.2,5.8,8,3.7,10,2.810181019,1.5433
145,1,145,7.89897966,2.53,2.6102,9.9491,,91,71,90,91,4.4,4.7,4.1,10.1,11.9,8.3,0.4,0.5,0.3,5.6,7.8,3.4,10,2.811976188,1.4961
146,1,146,7.89897966,2.53,2.6102,9.9491,,91,71,90,91,4.4,4.7,4.1,10.1,11.9,8.3,0.4,0.5,0.3,5.6,7.8,3.4,10,2.811976188,1.4961
147,1,147,7.89897966,2.53,2.6102,9.9491,,91,71,90,91,4.4,4.7,4.1,10.1,11.9,8.3,0.4,0.5,0.3,5.6,7.8,3.4,10,2.811976188,1.4961
148,1,148,7.89897966,2.53,2.6102,9.9491,,91,71,90,91,4.4,4.7,4.1,10.1,11.9,8.3,0.4,0.5,0.3,5.6,7.8,3.4,10,2.811976188,1.4961
149,1,149,7.89897966,2.53,2.6102,9.9491,,91,71,90,91,4.4,4.7,4.1,10.1,11.9,8.3,0.4,0.5,0.3,5.6,7.8,3.4,10,2.811976188,1.4961
