month_key,country_key,population_key,p_male,p_female,p_rural,p_growth_urban,p_growth_rural,p_0004_male,p_0004_female,p_0509_male,p_0509_female,p_1014_male,p_1014_female,p_1519_male,p_1519_female,p_2024_male,p_2024_female,p_2529_male,p_2529_female,p_3034_male,p_3034_female,p_3539_male,p_3539_female,p_4044_male,p_4044_female,p_4549_male,p_4549_female,p_5054_male,p_5054_female,p_5559_male,p_5559_female,p_6064_male,p_6064_female,p_6569_male,p_6569_female,p_7074_male,p_7074_female,p_7579_male,p_7579_female,p_80UP_male,p_80UP_female
8,6,968,50.87630548,49.12369452,86.627,2.94585443,1.802530528,8.96427442,9.139006284,10.12375364,10.55499836,10.61799012,11.31753895,9.200202798,10.32984505,8.379807877,9.480483753,8.054695226,8.518567458,7.639979988,7.696630065,8.286649633,6.940284767,7.981783317,5.357713028,5.61902754,4.618870508,4.093064542,4.555401275,3.140315475,3.097601816,2.291809939,2.106138753,2.150587562,2.373619328,1.74428041,2.011693069,0.987218036,1.02261281,0.724559475,0.878994717
9,6,969,50.87630548,49.12369452,86.627,2.94585443,1.802530528,8.96427442,9.139006284,10.12375364,10.55499836,10.61799012,11.31753895,9.200202798,10.32984505,8.379807877,9.480483753,8.054695226,8.518567458,7.639979988,7.696630065,8.286649633,6.940284767,7.981783317,5.357713028,5.61902754,4.618870508,4.093064542,4.555401275,3.140315475,3.097601816,2.291809939,2.106138753,2.150587562,2.373619328,1.74428041,2.011693069,0.987218036,1.02261281,0.724559475,0.878994717
10,6,970,50.87630548,49.12369452,86.627,2.94585443,1.802530528,8.96427442,9.139006284,10.12375364,10.55499836,10.61799012,11.31753895,9.200202798,10.32984505,8.379807877,9.480483753,8.054695226,8.518567458,7.639979988,7.696630065,8.286649633,6.940284767,7.981783317,5.357713028,5.61902754,4.618870508,4.093064542,4.555401275,3.140315475,3.097601816,2.291809939,2.106138753,2.150587562,2.373619328,1.74428041,2.011693069,0.987218036,1.02261281,0.724559475,0.878994717
11,6,971,50.87630548,49.12369452,86.627,2.94585443,1.802530528,8.96427442,9.139006284,10.12375364,10.55499836,10.61799012,11.31753895,9.200202798,10.32984505,8.379807877,9.480483753,8.054695226,8.518567458,7.639979988,7.696630065,8.286649633,6.940284767,7.981783317,5.357713028,5.61902754,4.618870508,4.093064542,4.555401275,3.140315475,3.097601816,2.291809939,2.106138753,2.150587562,2.373619328,1.74428041,2.011693069,0.987218036,1.02261281,0.724559475,0.878994717
12,6,972,50.87630548,49.12369452,86.627,2.94585443,1.802530528,8.96427442,9.139006284,10.12375364,10.55499836,10.61799012,11.31753895,9.200202798,10.32984505,8.379807877,9.480483753,8.054695226,8.518567458,7.639979988,7.696630065,8.286649633,6.940284767,7.981783317,5.357713028,5.61902754,4.618870508,4.093064542,4.555401275,3.140315475,3.097601816,2.291809939,2.106138753,2.150587562,2.373619328,1.74428041,2.011693069,0.987218036,1.02261281,0.724559475,0.878994717
13,6,973,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
14,6,974,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
15,6,975,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
16,6,976,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
17,6,977,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
18,6,978,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
19,6,979,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
20,6,980,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
21,6,981,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
22,6,982,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
23,6,983,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
24,6,984,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
25,6,985,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
26,6,986,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
27,6,987,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
28,6,988,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
29,6,989,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
30,6,990,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
31,6,991,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
32,6,992,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
33,6,993,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
34,6,994,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
35,6,995,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
36,6,996,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
37,6,997,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
38,6,998,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
39,6,999,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
40,6,1000,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
41,6,1001,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
42,6,1002,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
43,6,1003,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
44,6,1004,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
45,6,1005,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
46,6,1006,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
47,6,1007,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
48,6,1008,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
49,6,1009,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
50,6,1010,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
51,6,1011,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
52,6,1012,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
53,6,1013,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
54,6,1014,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
55,6,1015,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
56,6,1016,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
57,6,1017,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
58,6,1018,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
59,6,1019,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
60,6,1020,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
61,6,1021,50.79025831,49.20974169,87.334,3.03650089,1.714123741,7.548474087,7.420396408,8.48249813,8.615199045,9.598421735,9.97382446,10.04259693,10.66878916,8.64384654,9.679206036,7.843504365,8.852296924,7.548831844,7.95752834,7.174339759,7.20208912,7.79373639,6.50064208,7.49143172,5.011179992,5.237999836,4.3084611,3.768413554,4.228908792,2.832521225,2.846897706,1.998708895,1.897685639,1.769307152,2.058226217,1.301678993,1.624934869,0.92368884,1.153734117
62,6,1022,50.79025831,49.20974169,87.334,3.03650089,1.714123741,7.548474087,7.420396408,8.48249813,8.615199045,9.598421735,9.97382446,10.04259693,10.66878916,8.64384654,9.679206036,7.843504365,8.852296924,7.548831844,7.95752834,7.174339759,7.20208912,7.79373639,6.50064208,7.49143172,5.011179992,5.237999836,4.3084611,3.768413554,4.228908792,2.832521225,2.846897706,1.998708895,1.897685639,1.769307152,2.058226217,1.301678993,1.624934869,0.92368884,1.153734117
63,6,1023,50.79025831,49.20974169,87.334,3.03650089,1.714123741,7.548474087,7.420396408,8.48249813,8.615199045,9.598421735,9.97382446,10.04259693,10.66878916,8.64384654,9.679206036,7.843504365,8.852296924,7.548831844,7.95752834,7.174339759,7.20208912,7.79373639,6.50064208,7.49143172,5.011179992,5.237999836,4.3084611,3.768413554,4.228908792,2.832521225,2.846897706,1.998708895,1.897685639,1.769307152,2.058226217,1.301678993,1.624934869,0.92368884,1.153734117
64,6,1024,50.79025831,49.20974169,87.334,3.03650089,1.714123741,7.548474087,7.420396408,8.48249813,8.615199045,9.598421735,9.97382446,10.04259693,10.66878916,8.64384654,9.679206036,7.843504365,8.852296924,7.548831844,7.95752834,7.174339759,7.20208912,7.79373639,6.50064208,7.49143172,5.011179992,5.237999836,4.3084611,3.768413554,4.228908792,2.832521225,2.846897706,1.998708895,1.897685639,1.769307152,2.058226217,1.301678993,1.624934869,0.92368884,1.153734117
